course_code	slug	target_lang	pricing_tier	voice	origin	clips	d_min	d_max	vpass	vfail	vnull	dangling
zho_for_eng	pod-0-unrecorded	zho	premium	d18jlf6v	tts	8	2026-06-08	2026-06-10	0	0	8	0
zho_for_eng	pod-0-unrecorded	zho	premium	jpi39icg	tts	51	2026-06-08	2026-06-10	0	0	51	0
zho_for_eng	pod-0-unrecorded	zho	premium	eve	tts	12	2026-06-10	2026-06-10	0	0	12	0
zho_for_eng	pod-0-unrecorded	zho	premium	ara	tts	39	2026-06-10	2026-06-10	0	0	39	0
zho_for_eng	pod-0-unrecorded	zho	premium	33g9t0jl	tts	16	2026-06-10	2026-06-10	0	0	16	0
zho_for_eng	pod-0-unrecorded	zho	premium	xai_ara	tts	4	2026-06-10	2026-06-10	0	0	4	0
zho_for_jpn	pod-0	zho	premium	d18jlf6v	tts	8	2026-06-08	2026-06-10	0	0	8	0
zho_for_jpn	pod-0	zho	premium	xai_ara	tts	4	2026-06-10	2026-06-10	0	0	4	0
zho_for_jpn	pod-0	zho	premium	jpi39icg	tts	56	2026-06-10	2026-06-19	0	0	56	0
zho_for_jpn	pod-0	zho	premium	eve	tts	12	2026-06-10	2026-06-19	0	0	12	0
zho_for_jpn	pod-0	zho	premium	ara	tts	43	2026-06-10	2026-06-19	0	0	43	0
zho_for_jpn	pod-0	zho	premium	33g9t0jl	tts	17	2026-06-10	2026-06-10	0	0	17	0
zho_for_jpn	pod-0	zho	premium	xai_eve	tts	2	2026-06-10	2026-06-10	0	0	2	0
(489 rows)
